,canon_smi,pX,source,is_train
792,CNC(=O)c1ccc(C(=O)Nc2cc(NC(=O)c3ccc4c(c3)c(-c3ccc(N)nc3)nn4C)ccc2C)cc1,5.0,reaxys,True
793,CNC(=O)c1ccc(Cn2nc(-c3c(C)noc3C)ccc2=O)cc1,4.522878745280337,reaxys,True
794,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,4.48597447223429,reaxys,True
795,CNC(=O)c1ccc2c(-c3cc(OC)c(CN(C)C)cc3OC)cn(C)c(=O)c2c1,5.0,reaxys,True
796,CNC(=O)c1cccc(Nc2nn(CC3CC3)c3c2CN(C(C)=O)CC3)c1,4.920818753952375,reaxys,True
797,CNC(=O)c1ccccc1C(=O)NCCOc1c(C)cc(-c2nc3cc(OC)cc(OC)c3c(=O)[nH]2)cc1C,4.301029995663981,reaxys,True
798,CNC(=O)c1cn(C)c(=O)c2ccccc12,4.823908740944319,reaxys,True
799,CNC(=O)c1nc(-c2ccc3c(c2)c(-c2cnn(C)c2)nn3C)c2n1CCN(C(C)=O)C2.O=C(O)C(F)(F)F,5.126912014409714,reaxys,True
800,CNC(=O)c1onc(C)c1-c1ccc(=O)n(Cc2ccc(Cl)cc2)c1,4.522878745280337,reaxys,True
801,CNC(=S)N1N=C(c2c(-c3ccccc3)c3cc(Cl)ccc3[nH]c2=O)CC1c1ccccc1,4.787812395596042,reaxys,True
802,CNC1CCN(c2ccc(-c3nc4cc(OC)cc(OC)c4c(=O)[nH]3)cc2)C1,4.301029995663981,reaxys,True
803,CNCCCN1c2ccccc2CCc2ccccc21.Cl,3.590247773784691,reaxys,True
804,CNCCNC(=O)Cc1ccc(Nc2ncc3ccn(-c4ccc(F)c(NS(=O)(=O)C(C)(C)C)c4)c3n2)cc1,5.0,reaxys,True
805,CNCCNc1ncc2c(-c3cccc(-c4c(C)noc4C)c3)c[nH]c2n1.Cl,5.490797477668897,reaxys,True
806,CNCCNc1ncc2c(-c3cccc(-c4c(C)noc4C)c3)cn(C)c2n1,5.1249387366083,reaxys,True
807,CNCCOc1c(C)cc(-c2nc3cc(OC)cc(OC)c3c(=O)[nH]2)cc1C,4.301029995663981,reaxys,True
808,CNS(=O)(=O)c1cccc(C(=O)Nc2ccc3nc(O)cc(C)c3c2)c1,5.0,reaxys,True
809,CNc1cc(-c2c(C)noc2C)cn(Cc2ccccc2)c1=O,4.522878745280337,reaxys,True
810,CNc1cc2[nH]cc(-c3cccc(-c4c(C)noc4C)c3)c2cn1,5.0,reaxys,True
811,COC(=O)C(CC(C)C)NC(=O)c1cc(OC)c(OC)c(OC)c1,5.072116589669293,reaxys,True
812,COC(=O)C1CCC(CNS(=O)(=O)c2ccc3c(c2)CCCC(=O)N3)CC1,4.275724130399211,reaxys,True
813,COC(=O)C1CCc2c(sc3c2c(-c2ccccc2)nc(=O)n3Cc2c(C)noc2C)C1,3.5228787452803374,reaxys,True
814,COC(=O)CCCCCN1CCc2c(sc3nc(-c4c(C)noc4C)[nH]c(=O)c23)C1,5.105038390752116,reaxys,True
815,COC(=O)CCCN1CCc2c(sc3nc(-c4c(C)noc4C)[nH]c(=O)c23)C1,5.06157079283989,reaxys,True
816,COC(=O)CN1CCc2c(sc3nc(-c4c(C)noc4C)[nH]c(=O)c23)C1,4.9827202613379695,reaxys,True
817,COC(=O)N1CCSC(c2ccc3c(c2)OCO3)CC1,4.7447274948966935,reaxys,True
818,COC(=O)N1CCS[C@H](c2cccs2)CC1,4.886056647693163,reaxys,True
819,COC(=O)N1CCn2c(C3CCOC3)nc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2C1.O=C(O)C(F)(F)F,4.856891477237488,reaxys,True
820,COC(=O)c1ccc(-c2nc(=O)n(Cc3c(C)noc3C)c3sc4c(c23)CCC(C(C)(C)C)C4)cc1,4.851302641996012,reaxys,True
821,COC(=O)c1ccc(/C=C(/C(=O)N2CC(=O)Nc3ccccc32)c2ccccc2)cc1,4.6020599913279625,reaxys,True
822,COC(=O)c1ccc(C)c(S(=O)(=O)Nc2ccc3c(c2)CN(C)C(=O)N3)c1,5.122717285658376,reaxys,True
823,COC(=O)c1ccc(Nc2n[nH]c3c2CN(C(C)=O)CC3)cc1,4.698970004336019,reaxys,True
824,COC(=O)c1ccc(Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCOCC4)c3n2)cc1,4.788879458741951,reaxys,True
825,COC(=O)c1ccc(Oc2ccc(F)cc2F)c(-c2ccc3[nH]c(=O)c(C)nc3c2)c1,5.374893424596532,reaxys,True
826,COC(=O)c1ccc(Oc2ccc(F)cc2F)c(-c2ccc3oc(=O)cc(OC)c3c2)c1,4.301029995663981,reaxys,True
827,COC(=O)c1cccc(Nc2n[nH]c3c2CN(C(C)=O)CC3)c1,4.7447274948966935,reaxys,True
828,COC(=O)c1ccccc1NC(=O)CSc1nc2cc(OC)ccc2[nH]1,4.0,reaxys,True
829,COC(=O)c1ccccc1NC(=O)c1cc(-c2ccc(O)cc2)on1,5.294136287716081,reaxys,True
830,COC(=O)c1ccccc1S(=O)(=O)Nc1ccc2c(c1)OC(C)(C)C(=O)N2,5.030584087646019,reaxys,True
831,COC(=O)c1ccsc1NC(=O)c1cc(OC)c(OC)c(OC)c1,4.9060339135412825,reaxys,True
832,COC(=O)c1ccsc1NC(=O)c1ccc(OC)c(OC)c1,4.340093157730661,reaxys,True
833,COC(=O)c1cn(C)c(=O)c2ccccc12,4.522878745280337,reaxys,True
834,COC(=O)c1csc(NC(=O)c2cc(OC)c(OC)c(OC)c2)n1,4.287862256345446,reaxys,True
835,COC(=O)c1noc(C)c1-c1ccc(=O)n(Cc2ccc(Cl)cc2)c1,4.522878745280337,reaxys,True
836,COC(=O)c1onc(C)c1-c1ccc(=O)n(Cc2ccc(Cl)cc2)c1,4.522878745280337,reaxys,True
837,COCCN1CC(c2nc(-c3cccc4nc(-c5cnn(C)c5)c(C(F)F)cc34)c3n2C(C)C(=O)N(C)C3)C1,4.6094357904209415,reaxys,True
838,COCCN1CCC(c2nc(-c3cccc4nc(-c5cnn(C)c5)c(C(F)F)cc34)c3n2C(C)C(=O)N(C)C3)CC1,4.909001702246802,reaxys,True
839,COCCNC(=O)c1cccc(Nc2nn(CC3CC3)c3c2CN(C(C)=O)CC3)c1,4.698970004336019,reaxys,True
840,COCCOc1c(C)cc(-c2nc3cc(OC)cc(OC)c3c(=O)[nH]2)cc1C,4.301029995663981,reaxys,True
841,COCCOc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(O)c(C)c3)nc2c1,4.301029995663981,reaxys,True
842,COCCOc1cc(OC)c2c(=O)[nH]c(-c3cc(C)nc(C)c3)nc2c1,4.301029995663981,reaxys,True
843,COCCOc1cc(OC)c2c(=O)[nH]c(-c3ccc(N4C[C@@H](C)N(C(C)=O)[C@@H](C)C4)cc3)nc2c1,4.301029995663981,reaxys,True
844,COCCOc1cc(OC)c2c(=O)[nH]c(-c3ccnc(C)c3)nc2c1,4.301029995663981,reaxys,True
845,COCCOc1cc(OC)cc2nc(-c3cc(C)nc(C)c3)[nH]c(=O)c12,4.301029995663981,reaxys,True
846,COCCOc1cc(OCCN2CCCC2)c2c(=O)[nH]c(-c3cc(C)nc(C)c3)nc2c1,4.301029995663981,reaxys,True
847,COCCOc1cc(OCCOC)c2c(=O)[nH]c(-c3cc(C)nc(C)c3)nc2c1,4.301029995663981,reaxys,True
848,COCCn1nc(Nc2cccc(C)c2)c2c1CCN(C(C)=O)C2,4.698970004336019,reaxys,True
849,COC[C@@H](NC(=O)c1cn(C)c(=O)c2[nH]ccc12)c1ccccc1,4.958607314841775,reaxys,True
850,COCc1nnc(NC(=O)c2cc(OC)c(OC)c(OC)c2)s1,4.939302159646388,reaxys,True
851,COCc1noc(C)c1-c1ccc(=O)n(Cc2ccccc2)c1,4.522878745280337,reaxys,True
852,CON(C)C(=O)c1noc(C)c1-c1ccc(=O)n(Cc2ccccc2)c1,4.522878745280337,reaxys,True
853,CON1C(=O)c2ccc(-c3c(C)noc3C)cc2C1(O)c1ccc(C)cc1,5.33913452199613,reaxys,True
854,CON1C(=O)c2ccc(-c3c(C)noc3C)cc2C1(O)c1ccc(F)cc1F,5.370590400897281,reaxys,True
855,CON1C(=O)c2ccc(-c3c(C)noc3C)cc2C1(O)c1cccc(C(F)(F)F)c1,5.446395015176066,reaxys,True
856,CON1C(=O)c2ccc(-c3c(C)noc3C)cc2C1(O)c1ccccc1Cl,5.489405350465031,reaxys,True
857,COc1cc(-c2c(C)noc2C)cn(Cc2ccccc2)c1=O,4.522878745280337,reaxys,True
858,COc1cc(-c2cc(C)c(=O)n(C)c2)c(OC)cc1CN(C)C,5.422738046414185,reaxys,True
859,COc1cc(-c2cc(C)c(=O)n(C)c2)cc(C)c1CN(C)C,4.489053051327027,reaxys,True
860,COc1cc(-c2cc(C)c(=O)n(C)c2)cc(OC)c1CN(C)C,5.039015295962791,reaxys,True
861,COc1cc(-c2cc(C)c(=O)n(C)c2)ccc1CN(C)C,4.089909454405932,reaxys,True
862,COc1cc(-c2cc(C)c(=O)n(C)c2C)c(OC)cc1CN(C)C,4.104095047117111,reaxys,True
863,COc1cc(-c2cc(C)c(=O)n(C)c2C)cc(OC)c1CN(C)C,4.256770591557675,reaxys,True
864,COc1cc(-c2ccc(=O)n(Cc3ccc(C#N)cc3)n2)cc(OC)c1OC,4.522878745280337,reaxys,True
865,COc1cc(-c2ccc(=O)n(Cc3ccc(C(C)(C)C)cc3)n2)cc(OC)c1OC,4.522878745280337,reaxys,True
866,COc1cc(-c2ccc(=O)n(Cc3ccc(NC(C)=O)cc3)n2)cc(OC)c1OC,4.522878745280337,reaxys,True
867,COc1cc(-c2ccc(=O)n(Cc3ccc(S(C)(=O)=O)cc3)n2)cc(OC)c1OC,4.522878745280337,reaxys,True
868,COc1cc(-c2ccc(=O)n(Cc3cccc(C#N)c3)n2)cc(OC)c1OC,4.522878745280337,reaxys,True
869,COc1cc(-c2ccc(=O)n(Cc3cccc(NC(C)=O)c3)n2)cc(OC)c1OC,4.522878745280337,reaxys,True
870,COc1cc(-c2ccc(=O)n(Cc3ccccc3)c2)cc(OC)c1OC,4.522878745280337,reaxys,True
871,COc1cc(-c2ccc(=O)n(Cc3ccccc3)n2)ccc1O,4.522878745280337,reaxys,True
872,COc1cc(-c2ccc(=O)n(Cc3ccccc3C#N)c2)cc(OC)c1OC,4.522878745280337,reaxys,True
873,COc1cc(-c2ccc(=O)n(Cc3ccccc3C#N)n2)cc(OC)c1OC,4.522878745280337,reaxys,True
874,COc1cc(-c2cn(C)c(=O)c(C)c2C)c(OC)cc1CN(C)C,4.263699213325302,reaxys,True
875,COc1cc(-c2cn(C)c(=O)c(C)c2C)cc(OC)c1CN(C)C,4.506016256009783,reaxys,True
876,COc1cc(-c2cn(C)c(=O)c3cc(C#N)ccc23)c(OC)cc1CN(C)C,5.0,reaxys,True
877,COc1cc(-c2cn(C)c(=O)c3cc(C(F)(F)F)ccc23)c(OC)cc1CN(C)C,5.0,reaxys,True
878,COc1cc(-c2cn(C)c(=O)c3cc(F)ccc23)c(OC)cc1CN(C)C,5.0,reaxys,True
879,COc1cc(-c2cn(C)c(=O)c3cc([N+](=O)[O-])ccc23)c(OC)cc1CN(C)C,5.0,reaxys,True
880,COc1cc(-c2cn(C)c(=O)c3ccccc23)c(OC)cc1CN(C)C,4.193820374056342,reaxys,True
881,COc1cc(-c2cn(C)c(=O)c3ccccc23)cc(OC)c1CN(C)C,4.558278072904599,reaxys,True
882,COc1cc(-c2cn(C)c(=O)c3cccnc23)cc(OC)c1CN(C)C,4.0,reaxys,True
883,COc1cc(-c2cn(C)c(=O)c3ccncc23)cc(OC)c1CN(C)C,4.0,reaxys,True
884,COc1cc(-c2cn(C)c(=O)c3cnccc23)c(OC)cc1CN(C)C,4.333333333333333,reaxys,True
885,COc1cc(-c2cn(C)c(=O)c3cnccc23)c(OC)cc1CN1CC(N)C1,5.130768280269024,reaxys,True
886,COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN(C)C,4.333333333333333,reaxys,True
887,COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN(C)CC(=O)NCCCCCCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,4.301029995663981,reaxys,True
888,COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN(C)CC(=O)NCCCCCCNc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,4.301029995663981,reaxys,True
889,COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN(C)CC(=O)NCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,4.301029995663981,reaxys,True
890,COc1cc(-c2cn(C)c(=O)c3cncnc23)c(OC)cc1CN(C)C,5.0,reaxys,True
891,COc1cc(-c2cn(C)c(=O)c3cncnc23)cc(OC)c1CN(C)C,4.0,reaxys,True
892,COc1cc(-c2cn(C)c(=O)c3ncccc23)cc(OC)c1CN(C)C,4.162298738225624,reaxys,True
893,COc1cc(-c2cn(Cc3ccccc3)c(=O)c3ccccc23)cc(OC)c1OC,4.522878745280337,reaxys,True
894,COc1cc(-c2cn(Cc3ccccc3)c(=O)c3ccccc23)ccc1O,4.522878745280337,reaxys,True
895,COc1cc(-c2nc(=O)c3cc(Cl)ccc3[nH]2)ccc1Cc1n[nH]c(=O)c2ccccc12,4.481475292757287,reaxys,True
896,COc1cc(-c2nc(=O)c3cc(F)ccc3[nH]2)ccc1Cc1n[nH]c(=O)c2ccccc12,4.473375108474292,reaxys,True
897,COc1cc(-c2nc(=O)c3ccc(C)cc3[nH]2)ccc1Cc1n[nH]c(=O)c2ccccc12,4.3979400086720375,reaxys,True
898,COc1cc(-c2nc(=O)c3ccc(Cl)cc3[nH]2)ccc1Cc1n[nH]c(=O)c2ccccc12,4.457366130596434,reaxys,True
899,COc1cc(-c2nc(=O)c3ccccc3[nH]2)ccc1Cc1n[nH]c(=O)c2ccccc12,4.3979400086720375,reaxys,True
900,COc1cc(-c2nn(Cc3ccccc3)c(=O)c3ccccc23)ccc1O,4.522878745280337,reaxys,True
901,COc1cc(=O)n(Cc2ccccc2)cc1-c1c(C)noc1C,4.522878745280337,reaxys,True
902,COc1cc(=O)oc2ccc(-c3cc(C(C)(C)O)ccc3Oc3ccc(F)cc3F)cc12,4.971808845408618,reaxys,True
903,COc1cc(=O)oc2ccc(-c3cc(C(C)=O)ccc3Oc3ccc(F)cc3F)cc12,4.818721946389823,reaxys,True
904,COc1cc(=O)oc2ccc(-c3cc(C(C)O)ccc3Oc3ccc(F)cc3F)cc12,5.321528112880909,reaxys,True
905,COc1cc(=O)oc2ccc(-c3cc(C=O)ccc3Oc3ccc(F)cc3F)cc12,5.341878670324431,reaxys,True
906,COc1cc(=O)oc2ccc(-c3cc(CO)ccc3Oc3ccc(F)cc3F)cc12,5.342137902702067,reaxys,True
907,COc1cc(=O)oc2ccc(-c3cc(CS(C)(=O)=O)ccc3Oc3ccc(F)cc3F)cc12,4.303033304003701,reaxys,True
908,COc1cc(=O)oc2ccc(-c3cc(N)ccc3Oc3ccc(F)cc3F)cc12,5.088173356187841,reaxys,True
909,COc1cc(=O)oc2ccc(-c3cc(NC(C)=O)ccc3Oc3ccc(F)cc3F)cc12,4.369046755650011,reaxys,True
910,COc1cc(=O)oc2ccc(-c3cc(NS(C)(=O)=O)ccc3Oc3ccc(F)cc3F)cc12,5.200740085700849,reaxys,True
911,COc1cc(=O)oc2ccc(-c3cc(S(C)(=O)=O)ccc3Oc3ccc(F)cc3F)cc12,4.364951723536381,reaxys,True
912,COc1cc(C#N)ccc1S(=O)(=O)Nc1ccc2c(c1)cc(C)c(=O)n2C,5.215899137966503,reaxys,True
913,COc1cc(C(=O)C(=Cc2ccncc2)c2nc3ccccc3o2)cc(OC)c1OC,5.366531544420414,reaxys,True
914,COc1cc(C(=O)N2CC(=O)Nc3ccccc32)cc(-c2ccccc2)c1,4.886056647693163,reaxys,True
915,COc1cc(C(=O)N2CCC(=O)Nc3ccccc32)cc(-c2ccccc2)c1,5.30065162072289,reaxys,True
916,COc1cc(C(=O)N2c3ccccc3NC(=O)C2C)cc(-c2ccccc2)c1,4.951544993495972,reaxys,True
917,COc1cc(C(=O)NC(=S)Nc2nc(-c3ccc(Cl)cc3)cs2)cc(OC)c1OC,4.301029995663981,reaxys,True
918,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ccc2c(n1)N(C1CCCC1)[C@H](CC(C)C)C(=O)N2C,4.796951427762949,reaxys,True
919,COc1cc(C(=O)NCCCC(=O)O)cc(OC)c1OC,4.301029995663981,reaxys,True
920,COc1cc(C(=O)NCCOc2ccccc2)cc(OC)c1OC,5.178486471595227,reaxys,True
921,COc1cc(C(=O)NCCOc2ccccc2C(C)C)cc(OC)c1OC,4.301029995663981,reaxys,True
922,COc1cc(C(=O)NCCc2cccs2)cc(OC)c1OC,5.192464971931146,reaxys,True
923,COc1cc(C(=O)NCc2ccco2)cc(OC)c1OC,5.016566111593739,reaxys,True
924,COc1cc(C(=O)Nc2c(C)noc2C)cc(-c2ccccc2)c1,4.891521396319451,reaxys,True
925,COc1cc(C(=O)Nc2ccc(C)cn2)cc(OC)c1OC,4.301029995663981,reaxys,True
926,COc1cc(C(=O)Nc2ccc(F)nc2)cc(OC)c1OC,4.698067140719751,reaxys,True
927,COc1cc(C(=O)Nc2cccc(NC(C)=O)c2)cc(OC)c1OC,4.572058784981982,reaxys,True
928,COc1cc(C(=O)Nc2ccnn2C2CCCC2)cc(OC)c1OC,4.998916969121746,reaxys,True
929,COc1cc(C(=O)Nc2nccs2)cc(OC)c1OC,5.3655227298392685,reaxys,True
930,COc1cc(C)c2c(O)c3c(cc2c1)[C@@H](O)CCC3=O,4.698970004336019,reaxys,True
931,COc1cc(C)c2c(O)c3c(cc2c1)[C@@H](O)C[C@H](O)C3=O,4.698970004336019,reaxys,True
932,COc1cc(CN(C)C)cc(OC)c1-c1cn(C)c(=O)c2cc(F)ccc12,5.0,reaxys,True
933,COc1cc(CN(C)C)cc(OC)c1-c1cn(C)c(=O)c2cnccc12,5.0,reaxys,True
934,COc1cc(CN2CC(N)C2)cc(OC)c1-c1cn(C)c(=O)c2cc(F)ccc12,5.0,reaxys,True
935,COc1cc(CO)c2c(O)c3c(cc2c1)[C@@H](O)CCC3=O,4.698970004336019,reaxys,True
936,COc1cc(N2CC(C)NC(C)C2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nnc(C)n12,5.188032339580779,reaxys,True
937,COc1cc(N2CC(C)NC(C)C2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nncn12,4.840032452942625,reaxys,True
938,COc1cc(N2CCCc3cc(N4CCN(C(C)=O)CC4)c(C#N)cc32)c2cc(C)c(=O)n(C)c2c1,5.301029995663981,reaxys,True
939,COc1cc(N2CCCc3ccc(C#N)cc32)c2cc(C)c(=O)n(C)c2c1,5.301029995663981,reaxys,True
940,COc1cc(N2CCN(C)CC2)ccc1Nc1ccc2c(c1)N(C)c1ccccc1C(=O)N2CC(F)(F)F,5.15676722190199,reaxys,True
941,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccc(C)cc1C(=O)N2CC(F)(F)F,5.0,reaxys,True
942,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nnc(C)n12,5.362281855660767,reaxys,True
943,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nncn12,5.364340875902118,reaxys,True
944,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nnnn12,5.101725573338583,reaxys,True
945,COc1cc(N2CCN(C)c3cc(-c4cnn(C)c4)c(S(=O)(=O)NC(C)=O)cc32)c2cc(C)c(=O)n(C)c2c1,5.301029995663981,reaxys,True
946,COc1cc(N2CCN(C)c3cc(C4=CCCC4)c(S(=O)(=O)NC(C)=O)cc32)c2cc(C)c(=O)n(C)c2c1,5.301029995663981,reaxys,True
947,COc1cc(N2CCN(C)c3cc(C4CC4)c(S(=O)(=O)NC(C)=O)cc32)c2cc(C)c(=O)n(C)c2c1,5.301029995663981,reaxys,True
948,COc1cc(N2CCN(C)c3cc(N4CCC(C(=O)NCCO)CC4)c(C#N)cc32)c2cc(C)c(=O)n(C)c2c1,5.301029995663981,reaxys,True
949,COc1cc(N2CCN(C3CCCC3)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nnc(C)n12,4.886204043793668,reaxys,True
950,COc1cc(N2CCN(C3CCCC3)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nncn12,4.698970004336019,reaxys,True
951,COc1cc(N2CCN(C3CCCC3)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nnnn12,4.698970004336019,reaxys,True
952,COc1cc(N2CCN(CCO)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nnc(C)n12,4.698970004336019,reaxys,True
953,COc1cc(N2CCN(CCO)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nncn12,4.698970004336019,reaxys,True
954,COc1cc(N2CCNC(C)C2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nnc(C)n12,5.314776097582938,reaxys,True
955,COc1cc(N2CCNC(C)C2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nncn12,4.9301481664817945,reaxys,True
956,COc1cc(N2CCNC(C)C2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nnnn12,5.322862011074352,reaxys,True
957,COc1cc(N2CCNCC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nnc(C)n12,4.698970004336019,reaxys,True
958,COc1cc(N2CCNCC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nncn12,4.698970004336019,reaxys,True
959,COc1cc(N2CCOCC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nnc(C)n12,4.698970004336019,reaxys,True
960,COc1cc(N2CCOCC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nncn12,4.698970004336019,reaxys,True
961,COc1cc(N2CCOCC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)c1nnnn12,4.698970004336019,reaxys,True
962,COc1cc(NCc2ccccc2)cc(C(=O)N2CC(=O)Nc3ccccc32)c1,4.301029995663981,reaxys,True
963,COc1cc(NS(C)(=O)=O)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C(C)C,5.125518182300533,reaxys,True
964,COc1cc(NS(C)(=O)=O)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2CC(F)(F)F,5.0,reaxys,True
965,COc1cc(Nc2ccc(=O)n(Cc3ccccc3)n2)cc(OC)c1OC,4.522878745280337,reaxys,True
966,COc1cc(Nc2cn(Cc3ccccc3)c(=O)c3ccccc23)cc(OC)c1OC,4.522878745280337,reaxys,True
967,COc1cc(Nc2nn(Cc3ccccc3)c(=O)c3ccccc23)cc(OC)c1OC,4.522878745280337,reaxys,True
968,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(/N=C/N(C)C)c(C)c3)nc2c1,4.301029995663981,reaxys,True
969,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(CCCN4CCCC4)c(C)c3)nc2c1,4.301029995663981,reaxys,True
970,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(CNC(C)=O)c(C)c3)nc2c1,4.301029995663981,reaxys,True
971,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(CNC(C)=O)c(C)c3)nc2n1,4.301029995663981,reaxys,True
972,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(N)c(C)c3)nc2c1,4.301029995663981,reaxys,True
973,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(NC(=O)CO)c(C)c3)nc2c1,4.301029995663981,reaxys,True
974,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(O)c(C)c3)cc2n1,4.301029995663981,reaxys,True
975,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(O)c(C)c3)nc2c1,4.301029995663981,reaxys,True
976,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(O)c(C)c3)nc2n1,4.301029995663981,reaxys,True
977,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OC)c(C)c3)cc2n1,4.301029995663981,reaxys,True
978,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OC)c(C)c3)nc2c1,4.301029995663981,reaxys,True
979,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCC(=O)NCc4ccccc4)c(C)c3)nc2c1,4.301029995663981,reaxys,True
980,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCC(=O)O)c(C)c3)nc2c1,4.301029995663981,reaxys,True
981,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCC(C)(C)O)c(C)c3)cc2c1,4.301029995663981,reaxys,True
982,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCC(O)CO)c(C)c3)nc2c1,4.301029995663981,reaxys,True
983,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCC4CN(C(C)=O)C4)c(C)c3)nc2c1,4.301029995663981,reaxys,True
984,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCCC(=O)NO)c(C)c3)nc2c1,5.300735554115484,reaxys,True
985,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCCCN4CCCC4)c(C)c3)nc2c1,4.301029995663981,reaxys,True
986,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCCCO)c(C)c3)nc2c1,4.301029995663981,reaxys,True
987,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCCN4CCCC4)c(C)c3)nc2c1,4.301029995663981,reaxys,True
988,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCI)c(C)c3)nc2c1,5.100692563153594,reaxys,True
989,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCN(C)C(C)=O)c(C)c3)nc2c1,4.301029995663981,reaxys,True
990,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCN(C)C)c(C)c3)cc2c1,4.301029995663981,reaxys,True
991,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCN(C)C)c(C)c3)nc2c1,4.301029995663981,reaxys,True
992,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCN(C)C=O)c(C)c3)nc2c1,4.301029995663981,reaxys,True
993,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCN4C(=O)CCC4=O)c(C)c3)nc2c1,4.301029995663981,reaxys,True
994,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCN4C(=O)CN(C(C)C)C4=O)c(C)c3)nc2c1,4.301029995663981,reaxys,True
995,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCN4C(=O)NC(c5ccccc5)C4=O)c(C)c3)nc2c1,4.301029995663981,reaxys,True
996,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCN4C(=O)c5ccccc5C4=O)c(C)c3)cc2c1,4.301029995663981,reaxys,True
997,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCN4CC(NC(C)=O)C4)c(C)c3)nc2c1,4.301029995663981,reaxys,True
